source_id,source_file,canonical_ids,original_title,original_workflow,original_uncertainties,original_scope_status,original_evidence_level,original_source_url,exact_original_row_json
MARG-011,../marg/webapp-parity-map.csv,ERP-002,All Inventory Voucher,"Record stock receipts, issues, transfers and adjustments with reason and supporting documents.",Exact voucher catalogue and posting rules need specimen transactions; avoid collapsing distinct movements.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Record stock receipts, issues, transfers and adjustments with reason and supporting documents."", ""dependencies_uncertainties"": ""Exact voucher catalogue and posting rules need specimen transactions; avoid collapsing distinct movements."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-011"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Inventory vouchers"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""All Inventory Voucher"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""11"", ""source_sequence"": ""11"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-012,../marg/webapp-parity-map.csv,ERP-006,Secondary Stock Management,Maintain and reconcile secondary stock records alongside main stock views.,Meaning of secondary stock is unverified; may differ from channel secondary sales; retain separate requirement.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Maintain and reconcile secondary stock records alongside main stock views."", ""dependencies_uncertainties"": ""Meaning of secondary stock is unverified; may differ from channel secondary sales; retain separate requirement."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-012"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Secondary stock"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Secondary Stock Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""12"", ""source_sequence"": ""12"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-013,../marg/webapp-parity-map.csv,ERP-013,"Default Discount / Maximum/ Minimum Discount Management Party, Item, Company Wise, etc.","Set default/minimum/maximum discounts by party, item and manufacturer/company; apply and review overrides.","Precedence, stacking, effective dates and override authority need agreement.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Set default/minimum/maximum discounts by party, item and manufacturer/company; apply and review overrides."", ""dependencies_uncertainties"": ""Precedence, stacking, effective dates and override authority need agreement."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-013"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Discount controls"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Default Discount / Maximum/ Minimum Discount Management Party, Item, Company Wise, etc."", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""13"", ""source_sequence"": ""13"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-014,../marg/webapp-parity-map.csv,ERP-001;WORK-11,Alternet /Parameter/Substitute wise Searching system,"Find products by name, parameters, alternatives and configured substitutes; select a permitted result.",Curated substitute mappings and vertical-specific constraints; medicinal equivalence cannot be assumed.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Find products by name, parameters, alternatives and configured substitutes; select a permitted result."", ""dependencies_uncertainties"": ""Curated substitute mappings and vertical-specific constraints; medicinal equivalence cannot be assumed."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-014"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Catalogue search"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Alternet /Parameter/Substitute wise Searching system"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""14"", ""source_sequence"": ""14"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-015,../marg/webapp-parity-map.csv,ERP-017,Item wise Goods Account (Item Wise Trading A/c Management),"Inspect purchases, sales, margins and balances for an item's trading account.","Define cost valuation, return treatment and links between item accounts and general ledger.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Inspect purchases, sales, margins and balances for an item's trading account."", ""dependencies_uncertainties"": ""Define cost valuation, return treatment and links between item accounts and general ledger."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-015"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Item trading accounts"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Item wise Goods Account (Item Wise Trading A/c Management)"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""15"", ""source_sequence"": ""15"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-016,../marg/webapp-parity-map.csv,ERP-036,Pharmacy H1 & Narcotics Reports's,Capture required medicine/prescriber/patient/sale details and produce H1/narcotics register views.,"Current jurisdiction rules, privacy and retention need specialist review; not a complete clinical system.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Capture required medicine/prescriber/patient/sale details and produce H1/narcotics register views."", ""dependencies_uncertainties"": ""Current jurisdiction rules, privacy and retention need specialist review; not a complete clinical system."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-016"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Pharmacy statutory registers"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Pharmacy H1 & Narcotics Reports's"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""16"", ""source_sequence"": ""16"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-017,../marg/webapp-parity-map.csv,ERP-004,Item Wise Manufacturing Date,Record manufacturing dates on relevant item batches and show them in movement history.,Clarify item default versus batch-specific dates and required date precision.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Record manufacturing dates on relevant item batches and show them in movement history."", ""dependencies_uncertainties"": ""Clarify item default versus batch-specific dates and required date precision."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-017"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Batch manufacture dates"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Item Wise Manufacturing Date"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""17"", ""source_sequence"": ""17"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-018,../marg/webapp-parity-map.csv,ERP-004,Item Wise Expiry Date,Capture expiry dates; filter sale selection and display expiry status.,"Expiry interpretation, permissions and handling of month-only dates require explicit rules.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Capture expiry dates; filter sale selection and display expiry status."", ""dependencies_uncertainties"": ""Expiry interpretation, permissions and handling of month-only dates require explicit rules."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-018"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Batch expiry dates"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Item Wise Expiry Date"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""18"", ""source_sequence"": ""18"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-019,../marg/webapp-parity-map.csv,ERP-004,Expiry Stock Reports,"Inspect near-expiry/expired stock by store, batch and supplier; prepare return candidates.",Configurable horizons and provenance; a report does not itself approve disposal or credit.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Inspect near-expiry/expired stock by store, batch and supplier; prepare return candidates."", ""dependencies_uncertainties"": ""Configurable horizons and provenance; a report does not itself approve disposal or credit."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-019"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Expiry monitoring"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Expiry Stock Reports"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""19"", ""source_sequence"": ""19"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-020,../marg/webapp-parity-map.csv,ERP-038,Ask Bags wise Qty. in Sale/Purchase/Both for Krishi Mandi etc.,Enter bag counts and quantity/weight per bag during sale and purchase; calculate totals.,"Commodity/unit rules, variable bag weights and tare handling need actual mandi examples.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Enter bag counts and quantity/weight per bag during sale and purchase; calculate totals."", ""dependencies_uncertainties"": ""Commodity/unit rules, variable bag weights and tare handling need actual mandi examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-020"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Mandi bag quantities"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Ask Bags wise Qty. in Sale/Purchase/Both for Krishi Mandi etc."", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""20"", ""source_sequence"": ""20"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-021,../marg/webapp-parity-map.csv,ERP-038,Ask Item wise Expenses for Krishi Mandi etc.,"Allocate item-level loading, commission or other mandi expenses while buying/selling.","Expense ownership, taxable treatment and landed-cost allocation require local business rules.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Allocate item-level loading, commission or other mandi expenses while buying/selling."", ""dependencies_uncertainties"": ""Expense ownership, taxable treatment and landed-cost allocation require local business rules."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-021"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Mandi line expenses"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Ask Item wise Expenses for Krishi Mandi etc."", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""21"", ""source_sequence"": ""21"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-022,../marg/webapp-parity-map.csv,ERP-009,Print Shortage Item Detail in Bill,"Print ordered, fulfilled and shortage quantities on invoices or related documents.",Shortage definitions and customer-visible formatting must match partial fulfilment.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Print ordered, fulfilled and shortage quantities on invoices or related documents."", ""dependencies_uncertainties"": ""Shortage definitions and customer-visible formatting must match partial fulfilment."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-022"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Shortage on documents"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Print Shortage Item Detail in Bill"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""22"", ""source_sequence"": ""22"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-023,../marg/webapp-parity-map.csv,ERP-013,Advance Rate Management (Rate Add/Less on F6 Key and other key),Increase/decrease item rates from a browser action or shortcut and show recalculated totals.,Preserve F6-style speed through configurable safe keys; permissions and rounding need examples.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Increase/decrease item rates from a browser action or shortcut and show recalculated totals."", ""dependencies_uncertainties"": ""Preserve F6-style speed through configurable safe keys; permissions and rounding need examples."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-023"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Interactive rate controls"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""Advance Rate Management (Rate Add/Less on F6 Key and other key)"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""23"", ""source_sequence"": ""23"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-024,../marg/webapp-parity-map.csv,ERP-004,Separator Batch Maintain e.g. @#*,Capture and search batch identifiers containing meaningful separators without losing identity.,Meaning of source symbols @/#/* is unverified; obtain batch examples and search behavior.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Capture and search batch identifiers containing meaningful separators without losing identity."", ""dependencies_uncertainties"": ""Meaning of source symbols @/#/* is unverified; obtain batch examples and search behavior."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-024"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Batch separators"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Separator Batch Maintain e.g. @#*"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""24"", ""source_sequence"": ""24"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-025,../marg/webapp-parity-map.csv,ERP-004,Separator Batch Split Auto/Sami/Manual 2nd etc..,"Split required quantities among batches automatically, with confirmation, or manually.","Verify source auto/semi/manual semantics, selection rules and lot traceability.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Split required quantities among batches automatically, with confirmation, or manually."", ""dependencies_uncertainties"": ""Verify source auto/semi/manual semantics, selection rules and lot traceability."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-025"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Batch splitting"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Separator Batch Split Auto/Sami/Manual 2nd etc.."", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""25"", ""source_sequence"": ""25"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-026,../marg/webapp-parity-map.csv,ERP-001,New Launched Items & Loading,Mark newly launched items; display and add them during order or billing workflows.,"Define newness window, supplier feeds and operator visibility; source behavior is underspecified.",preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Mark newly launched items; display and add them during order or billing workflows."", ""dependencies_uncertainties"": ""Define newness window, supplier feeds and operator visibility; source behavior is underspecified."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-026"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""New product discovery"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""excluded"", ""source_feature"": ""New Launched Items & Loading"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""26"", ""source_sequence"": ""26"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
MARG-027,../marg/webapp-parity-map.csv,ERP-008,Shortage Management,Record unavailable demand; compare available/committed quantities and prepare replenishment.,Avoid counting duplicate demand; distinguish projected shortages from negative stock.,preserved_in_scope,vendor_matrix; workflow is proposed interpretation,https://margcompusoft.com/marg-features.html,"{""concrete_user_workflow"": ""Record unavailable demand; compare available/committed quantities and prepare replenishment."", ""dependencies_uncertainties"": ""Avoid counting duplicate demand; distinguish projected shortages from negative stock."", ""evidence_level"": ""vendor_matrix; workflow is proposed interpretation"", ""feature_id"": ""MARG-027"", ""inventory_origin"": ""edition_matrix"", ""proposed_browser_module"": ""Shortage planning"", ""scope_status"": ""preserved_in_scope"", ""source_basic"": ""included"", ""source_feature"": ""Shortage Management"", ""source_gold"": ""included"", ""source_retrieved_date"": ""2026-09-24"", ""source_row_number"": ""27"", ""source_sequence"": ""27"", ""source_silver"": ""included"", ""source_url"": ""https://margcompusoft.com/marg-features.html""}"
